X	Y	D	C
958.1  	879    	14.007 	1
882.1  	783    	17.665 	1
300.2  	1072   	14.792 	1
206.1  	485.7  	14.809 	1
567.3  	852.3  	15.131 	1
205.4  	360.5  	14.298 	1
280.3  	954.1  	15.27  	1
884.8  	757.8  	13.683 	1
995.3  	674.6  	15.322 	1
900.4  	182.4  	17.297 	1
921.4  	711.9  	15.644 	1
1085   	175.1  	14.857 	1
599.3  	780.7  	14.535 	1
244.6  	826.5  	17.531 	1
584.2  	791.5  	12.834 	1
1174   	176    	14.108 	1
1145   	163.4  	12.476 	1
754.3  	927.3  	16.274 	1
438    	694    	13.567 	1
210.7  	502.4  	13.165 	1
993.8  	185.6  	16.214 	1
1107   	144.5  	17.204 	1
885.8  	707    	13.319 	1
198.5  	534.2  	14.612 	1
581.9  	681.2  	14.153 	1
537.9  	721.9  	14.552 	1
1025   	700.1  	17.073 	1
219.9  	492.2  	17.63  	1
583.8  	680.7  	14.456 	1
1016   	833.6  	13.795 	1
1014   	686.7  	14.543 	1
274.4  	530.9  	15.799 	1
306.3  	888.2  	14.337 	1
1161   	165.7  	14.073 	1
260    	857.9  	13.547 	1
308.7  	762.7  	13.369 	1
287.3  	479.5  	14.983 	1
239.6  	457.8  	13.337 	1
1162   	820.6  	14.201 	1
887.3  	681    	14.849 	1
1025   	850.2  	14.349 	1
915.3  	716.5  	15.917 	1
897.6  	184.5  	17.521 	1
1129   	837.5  	10.645 	1
571.2  	736.6  	15.051 	1
1129   	675    	13.801 	1
945.7  	163    	13.783 	1
851.5  	540    	13.679 	1
266.6  	788.3  	16.615 	1
279.5  	821.9  	15.465 	1
297.1  	1089   	14.068 	1
310.2  	947.3  	13.622 	1
224.2  	506.1  	14.059 	1
285.2  	1048   	16.192 	1
230.5  	470.3  	15.015 	1
319.3  	945.6  	13.243 	1
232.9  	955.4  	20.562 	1
324.8  	1015   	15.268 	1
920.4  	143    	17.678 	1
514.1  	684.8  	11.935 	1
981    	161.6  	13.814 	1
421.3  	810.6  	15.582 	1
239.6  	425.3  	18.042 	1
260.9  	471.8  	16.418 	1
261.7  	983    	17.14  	1
877    	653    	15.967 	1
1052   	174.3  	17.65  	1
535.1  	794.6  	14.213 	1
1067   	175.9  	14.412 	1
877.5  	679.5  	16.769 	1
524.8  	771.5  	15.867 	1
976.2  	736.7  	17.379 	1
304    	848.6  	18.48  	1
820.6  	878.7  	11.168 	1
1036   	174.6  	14.74  	1
237.4  	505.4  	16.654 	1
637.8  	860.9  	14.538 	1
973.1  	793.5  	14.723 	1
470.5  	657.4  	18.521 	1
497.6  	723.9  	13.054 	1
1030   	151.3  	14.132 	1
571.4  	774.3  	13.084 	1
247    	613.6  	14.697 	1
195.1  	483.8  	11.417 	1
1033   	843.3  	14.751 	1
929.9  	164    	15.187 	1
268.2  	708.7  	13.745 	1
629.7  	799.8  	13.289 	1
611.9  	725    	15.759 	1
228    	830    	14.974 	1
999    	660.1  	16.05  	1
936.2  	184.7  	13.08  	1
284.1  	1046   	11.76  	1
503.3  	627    	15.917 	1
813.9  	712.1  	14.3   	1
453.8  	723.9  	15.199 	1
909.6  	150.5  	13.657 	1
1179   	160.2  	14.73  	1
1058   	163.3  	13.065 	1
1017   	180    	13.268 	1
243.1  	533.7  	13.337 	1
537    	806.7  	13.759 	1
250.5  	475.2  	12.987 	1
805.7  	697.8  	15.443 	1
294.2  	934.7  	15.754 	1
284.8  	943.8  	15.041 	1
251.5  	1123   	14.933 	1
934.6  	694    	15.457 	1
495.9  	717.6  	12.794 	1
787.3  	804.8  	16.174 	1
249.6  	448.5  	15.336 	1
1032   	807    	15.242 	1
265.9  	553.7  	16.026 	1
221.4  	530.3  	15.159 	1
246.7  	532.2  	14.469 	1
263.8  	957.4  	17.784 	1
257.5  	954.1  	13.554 	1
212.5  	429.2  	12.762 	1
1059   	655.8  	15.977 	1
182.4  	573.1  	18.909 	1
797.9  	158.1  	15.039 	1
595.2  	644    	14.047 	1
830.6  	154.3  	13.48  	1
835.1  	697.4  	12.878 	1
200.2  	516.5  	16.286 	1
210.1  	475.1  	13.626 	1
1103   	173.3  	15.782 	1
554.7  	587.7  	16.482 	1
283.5  	1035   	14.429 	1
1057   	176.6  	14.522 	1
259.7  	768.2  	14.591 	1
902.9  	651.1  	13.963 	1
970.7  	790.5  	16.868 	1
883.6  	833    	14.012 	1
240.6  	475.3  	16.228 	1
226.6  	459.2  	15.339 	1
531.9  	693.9  	13.825 	1
551.3  	778.1  	16.443 	1
233.2  	454    	15.941 	1
599.6  	678.8  	14.703 	1
193.8  	490.1  	16.575 	1
989.1  	829.6  	16.549 	1
595.7  	734.8  	16.85  	1
887.8  	143    	18.64  	1
632.6  	633.3  	15.765 	1
1060   	130.6  	14.355 	1
1012   	646.8  	15.909 	1
596.4  	830.2  	13.121 	1
